Review,Star,Sentiment
My son and love popeyes. They have some great $5. deals...but they bang you out for a soda.,5,Positive
"Chicken tenders, thigh & drumsticks had an off taste, workers seemed incompetent, and  a lot of very out-of-it strange characters just sitting around inside.",1,Negative
"They take forever, slower service than in a diner, the place isnt fast food, it's as slow-as-a-bloody-snail food.",1,Negative
I went to get chicken strips and one was still frozen on the inside and another was over cooked. My last time eating Popeyes!,2,Negative
"Staff was great. Look of the place, not ideal.",3,Negative
"Not a fast food fan, but the Fry chicken was delicious! Hungry a place for a quick bite!😊 …",4,Positive
The worst Popeyes of NYC. Customer service is unacceptable!,1,Negative
Good place for a quick bite to eat. The chicken sandwiches are the best.,4,Positive
"Terrible at taking orders, not following the ticket and distributing the wrong order to customers.",1,Negative
"Food is good, service sucks and place is really dirty.",3,Negative
"Great chicken sandwich , everything else is trash",4,Neutral
Customer service was great and there chicken sandwich!,5,Positive
Worst Popeyes ever. Very unorganized. Un friendly. Never coming to this location.,1,Negative
"Decent fast food here
Employees are not friendly",3,Negative
Good service but one of my chicken breast was bleeding when I rip a piece off,3,Negative
I worked here and the chicken is bomb,4,Positive
I hated waiting for my food at another popeyes I only had to wait while I only waited about 5 minutes at another popeyes. Need more workers,3,Negative
"Clean, well lit, food is always fresh. Great deals on meals.",5,Positive
Super long wating lines were short but they take a long time to get your order out,1,Negative
"Terrible costumer service, waited 30 min for a simple order, untrained employees",1,Negative
"came in to order, turns out no one is at work",1,Negative
"very slow staff, there was a huge queue to wait for my order, I waited an hour",1,Negative
"I call and call the number, no answer. I had every a few times and every time they forget something. There is never a response or refund.",1,Negative
Omg this food is so good and crunchy..im such a foodie..lol...😃😃 …,5,Positive
"Great chicken, red beans and rice & coleslaw were wonderful.",5,Positive
Bad customer service. Serious attitude problem. Food is just okay,2,Negative
They start closing half hour early and essentially throw everything out so you have no options.,1,Negative
Very good customer service and good quality food,5,Positive
"Place sure needs more management power.
Always had to wait for longtime..",1,Negative
Worst food everrerr second time order and the food not cooked in both times 👎👎👎👎👎👎😑 …,1,Negative
Mostly busy. But it's still much better than Subway's.,4,Neutral
"This restaurant has gone downhill. Long lines, slow and rude employees. Avoid at all costs.",1,Negative
Chicken isnt hot already. Probably no one buy anything from here for a whole day.,1,Negative
Sevice is very very good food is fresh and hot i've a good experience of this popeyes i love this popesyes!!!!!,5,Positive
"I guess Popeyes does better...
When I went it wasn't great..
May be due to rush...",4,Neutral
New chiken sanwich was way better then chickfilla hands down,5,Positive
Its crowded and depending on who you get to serve you the meal will either be fresh or stale.,3,Neutral
It's always clean and food is delicious,5,Positive
Found a piece of plastic in cajan rice an the boneless chicken tastes like rubber worst popeyes ever,1,Negative
Gave me burger king instead of Popeyes I order a bucket of frychicken and got 3.49 instead please I want a full refund,1,Negative
Too many school kids hangout there in bay ridge after school taking up seating for buying customers,4,Neutral
"Unprofessional staff, telling you to wait for 5 minutes, and after you wait 20 minutes they will say the same “ another 5 minutes”",1,Negative
The food is excellent. Service not that good.,4,Neutral
Cleanliness is poor and the workers are disgusting,1,Negative
love popeyes,5,Positive
Ordered coleslaw with my order on seamless and it is missing!,1,Negative
Their cashier needs to be changed. God knows how she even manage to take order,1,Negative
Chicken is not well cooked and French fries are not crunchy,3,Negative
Can't go wrong with a Popeye's Chicken sandwich,5,Positive
Not bad...service very good!,4,Positive
Food is good staff is friendly,5,Positive
Took a long time to be served   team looked exhausted,4,Negative
Sorry last time I'm going there . It seems they don't know what they are doing. Again sorry but!!!!!,1,Negative
🫶👍🏻👍🏻👍🏻 …,5,Positive
Great service made sure i was good,4,Positive
Worst popeyes ive ever been to.,1,Negative
Love popeye's fried chicken!,5,Positive
Great Taste .. Deserves the Wait.😉 …,5,Positive
fast and friendly exactly what was needed in a popeyes around me,5,Positive
*Drooool*  Popeye's is always great.,5,Positive
"Terrible! Chicken was old, trying to convince me other wise!",1,Negative
Even Mild Chicken Was Too Spicy,3,Negative
Taking too long for the order to come out,2,Negative
Great spicy chicken great mashed potatoes,5,Positive
"Your checken works for me.
5 STARS and up",5,Positive
Chicken sandwich extra pickles I'll do anything for!!!,5,Positive
