aspect,adjective,aspect_adj,predictions_overall,predictions_absa_pre
drivethru,good,good drivethru,Negative,Positive
drivethru,rude,rude drivethru,Negative,Negative
u,most,most u,Negative,Neutral
burger,soggy,soggy burger,Negative,Negative
burger,cold,cold burger,Negative,Negative
people,homeless,homeless people,Negative,Negative
food,good,good food,Neutral,Positive
time,long,long time,Neutral,Negative
service,great,great service,Positive,Positive
food,good,good food,Positive,Positive
people,nice,nice people,Positive,Positive
thru service,drive,drive thru service,Positive,Neutral
thru service,slow,slow thru service,Positive,Negative
service,fast,fast service,Positive,Positive
service,fresh,fresh service,Positive,Positive
taco,small,small taco,Negative,Negative
soda,thin,thin soda,Negative,Neutral
crazy,not good,not good crazy,Negative,Negative
time,last,last time,Negative,Neutral
place,nasty,nasty place,Negative,Negative
time,long,long time,Neutral,Negative
chicken fry,not fresh,not fresh chicken fry,Negative,Negative
i,not fresh,not fresh i,Negative,Negative
fry,fresh,fresh fry,Negative,Positive
food burger,cold,cold food burger,Negative,Negative
worker,bad,bad worker,Negative,Negative
store,not good,not good store,Negative,Negative
store,clean,clean store,Negative,Positive
store,bad,bad store,Negative,Negative
food,fresher,fresher food,Neutral,Negative
service,good,good service,Neutral,Positive
food,hot,hot food,Positive,Positive
service,ok,ok service,Negative,Positive
i,tired,tired i,Negative,Neutral
corner,next,next corner,Negative,Neutral
behavior omg,disgusting,disgusting behavior omg,Negative,Negative
service,not bad,not bad service,Positive,Negative
place,clean,clean place,Positive,Positive
burger king,good,good burger king,Positive,Positive
customer service,poor,poor customer service,Negative,Negative
food,nasty,nasty food,Negative,Negative
time,much,much time,Negative,Neutral
it,empty,empty it,Negative,Neutral
food,good,good food,Positive,Positive
service,good,good service,Positive,Positive
taste,good,good taste,Negative,Positive
chicken burger,spicy,spicy chicken burger,Positive,Neutral
price,good,good price,Positive,Positive
taste,good,good taste,Positive,Positive
taste,reasonable,reasonable taste,Positive,Positive
food,old,old food,Negative,Negative
nugget,hard,hard nugget,Negative,Negative
burger,not broiled,not broiled burger,Negative,Negative
they,good,good they,Negative,Positive
i,little,little i,Positive,Neutral
allways,fresh,fresh allways,Positive,Positive
food,great,great food,Positive,Positive
food,unacceptable,unacceptable food,Negative,Negative
fastfood,worst,worst fastfood,Neutral,Negative
fry,cold,cold fry,Neutral,Negative
service,slow,slow service,Neutral,Negative
service,more,more service,Neutral,Neutral
place,nice,nice place,Positive,Positive
meal service,good,good meal service,Positive,Positive
meal service,fast,fast meal service,Positive,Neutral
ambiance,good,good ambiance,Positive,Positive
place,bad,bad place,Negative,Negative
food,dry,dry food,Negative,Negative
food,old,old food,Negative,Negative
thru,drive,drive thru,Negative,Neutral
food,cold,cold food,Negative,Negative
recipe,wrong,wrong recipe,Negative,Negative
fry,cooked,cooked fry,Negative,Neutral
service,slow,slow service,Negative,Negative
price,ok,ok price,Positive,Positive
price,more,more price,Positive,Neutral
it,hot,hot it,Positive,Positive
allways,hot,hot allways,Positive,Positive
they,good,good they,Negative,Positive
trash staff,nasty,nasty trash staff,Negative,Negative
ketchup,extra,extra ketchup,Negative,Neutral
fry,extra,extra fry,Negative,Neutral
thing,good,good thing,Negative,Positive
table,clean,clean table,Negative,Positive
service,fast,fast service,Positive,Positive
everything,nice,nice everything,Positive,Positive
area,cold,cold area,Negative,Negative
food,cold,cold food,Negative,Negative
service,horrible,horrible service,Negative,Negative
drive,creepy,creepy drive,Neutral,Neutral
one,shabby,shabby one,Negative,Neutral
coke,frozen,frozen coke,Negative,Neutral
thing,only,only thing,Negative,Neutral
experience,worst,worst experience,Negative,Negative
who,rude,rude who,Negative,Negative
food place,fast,fast food place,Positive,Neutral
service,fast,fast service,Positive,Positive
that,moderate,moderate that,Positive,Positive
chicken burger,single,single chicken burger,Neutral,Neutral
chicken burger,expensive,expensive chicken burger,Neutral,Negative
bugers,good,good bugers,Positive,Positive
bugers,hot,hot bugers,Positive,Positive
food,disgusting,disgusting food,Negative,Negative
staff,more,more staff,Positive,Neutral
staff,rude,rude staff,Negative,Negative
burger king,worse,worse burger king,Negative,Negative
service,faster,faster service,Positive,Positive
service,usual,usual service,Positive,Positive
table,clean,clean table,Positive,Positive
meat,red,red meat,Negative,Neutral
chicken,processed,processed chicken,Negative,Neutral
chicken,cool,cool chicken,Negative,Positive
junk.junk food,not good,not good junk.junk food,Negative,Negative
food,good,good food,Positive,Positive
cashier,respectful,respectful cashier,Neutral,Positive
saturday night,busy,busy saturday night,Neutral,Negative
service,good,good service,Negative,Positive
food,ok,ok food,Negative,Neutral
staff,good,good staff,Positive,Positive
they,wrong,wrong they,Negative,Negative
time,third,third time,Negative,Neutral
blah service,same,same blah service,Negative,Neutral
food,good,good food,Negative,Positive
food,fast,fast food,Negative,Neutral
price,reasonable,reasonable price,Negative,Positive
cream cone,good,good cream cone,Positive,Positive
value menu,great,great value menu,Positive,Positive
employee,nasty,nasty employee,Negative,Negative
employee,disrespectful,disrespectful employee,Negative,Negative
burger king,best,best burger king,Positive,Positive
burger king,ok,ok burger king,Positive,Positive
it,clean,clean it,Positive,Positive
it,fast,fast it,Positive,Neutral
worker,horrible,horrible worker,Negative,Negative
improvement,big,big improvement,Neutral,Neutral
coffee,brewed,brewed coffee,Neutral,Positive
manager,more,more manager,Neutral,Neutral
manager,little,little manager,Neutral,Neutral
it,homeless,homeless it,Negative,Negative
food,good,good food,Negative,Positive
burger,priced,priced burger,Negative,Negative
people,nice,nice people,Positive,Positive
people,friendly,friendly people,Positive,Positive
girl,hot,hot girl,Positive,Neutral
it,convenient,convenient it,Positive,Positive
they,polite,polite they,Positive,Positive
they,quick,quick they,Positive,Positive
sitting,ample,ample sitting,Positive,Positive
service,fast,fast service,Positive,Positive
value,good,good value,Positive,Positive
cleaning,more,more cleaning,Neutral,Neutral
whopper,excellent,excellent whopper,Positive,Positive
reason,good,good reason,Negative,Positive
breakfast,awesome,awesome breakfast,Positive,Positive
service,fast,fast service,Positive,Positive
variety,wide,wide variety,Positive,Positive
service,good,good service,Positive,Positive
food,prepared,prepared food,Negative,Neutral
burger,good,good burger,Positive,Positive
vegetarian sandwich,good,good vegetarian sandwich,Positive,Positive
burger king,regular,regular burger king,Positive,Neutral
chicken nugges,awsome,awsome chicken nugges,Positive,Positive
group,nice,nice group,Negative,Positive
girl,indian,indian girl,Negative,Neutral
place,great,great place,Positive,Positive
toilet,messy,messy toilet,Negative,Neutral
food,good,good food,Positive,Positive
location,good,good location,Neutral,Positive
breakfast meal,great,great breakfast meal,Positive,Positive
service,fast,fast service,Positive,Positive
it,good,good it,Positive,Positive
food,not fresh,not fresh food,Negative,Negative
service,bad,bad service,Neutral,Negative
service,aditude,aditude service,Neutral,Positive
service,good,good service,Positive,Positive
bit,little,little bit,Neutral,Neutral
food,nice,nice food,Positive,Positive
it,good,good it,Positive,Positive
place,nice,nice place,Positive,Positive
food,awful,awful food,Negative,Negative
service,bad,bad service,Negative,Negative
service,great,great service,Positive,Positive
food,cold,cold food,Negative,Negative
service,horrible,horrible service,Negative,Negative
store,great,great store,Positive,Positive
breakfast,great,great breakfast,Positive,Positive
price,reasonable,reasonable price,Negative,Positive
service,quick,quick service,Positive,Positive
service,great,great service,Positive,Positive
service,quick,quick service,Positive,Positive
staff,terrible,terrible staff,Negative,Negative
deal,great,great deal,Positive,Positive
service,great,great service,Positive,Positive
vegeburger,hard,hard vegeburger,Neutral,Negative
wopper,yummy,yummy wopper,Positive,Positive
price,good,good price,Positive,Positive
food,good,good food,Positive,Positive
service,fast,fast service,Positive,Positive
food,fresh,fresh food,Positive,Positive
food,hot,hot food,Positive,Positive
place,good,good place,Positive,Positive
service,fast,fast service,Positive,Positive
food,great,great food,Positive,Positive
place,dirty,dirty place,Negative,Negative
place,super,super place,Positive,Positive
it,hard,hard it,Negative,Negative
people,young,young people,Negative,Neutral
employee,slow,slow employee,Negative,Negative
meal,cold,cold meal,Negative,Negative
reason,only,only reason,Positive,Neutral
hamburger,best,best hamburger,Positive,Positive
service service,not good,not good service service,Positive,Positive
people,many,many people,Positive,Neutral
food,cold,cold food,Negative,Negative
place,dirty,dirty place,Negative,Negative
bathroom,stinky,stinky bathroom,Negative,Neutral
attention,neat,neat attention,Positive,Positive
they,good,good they,Positive,Positive
service,fast,fast service,Positive,Positive
service,good,good service,Positive,Positive
service,good,good service,Positive,Positive
food,delicious,delicious food,Positive,Positive
store,disgusting,disgusting store,Negative,Negative
meal,quick,quick meal,Negative,Neutral
popeyes,corporate,corporate popeyes,Negative,Neutral
chicken,fried,fried chicken,Positive,Neutral
chicken,fried,fried chicken,Positive,Neutral
chicken,fried,fried chicken,Positive,Neutral
sandwich,juicy,juicy sandwich,Positive,Positive
sandwich,delicious,delicious sandwich,Positive,Positive
sandwich,full,full sandwich,Positive,Neutral
service,worst,worst service,Negative,Negative
cashier,impatient,impatient cashier,Negative,Negative
cashier,same,same cashier,Negative,Neutral
cashier,same,same cashier,Negative,Neutral
attitude,worst,worst attitude,Negative,Negative
customer,other,other customer,Negative,Neutral
customer,other,other customer,Negative,Neutral
place,disgusting,disgusting place,Negative,Negative
garbage bag,filled,filled garbage bag,Negative,Negative
sauce,buffalo,buffalo sauce,Negative,Neutral
attitude,bad,bad attitude,Negative,Negative
it,right,right it,Negative,Neutral
it,wrong,wrong it,Negative,Negative
ave,5th,5th ave,Negative,Neutral
whopper,cold,cold whopper,Negative,Negative
cheese,american,american cheese,Negative,Neutral
cheese,cold,cold cheese,Negative,Negative
i,dissappointed,dissappointed i,Negative,Negative
manager,great,great manager,Positive,Positive
family member,sick,sick family member,Negative,Neutral
it,unbelievable,unbelievable it,Negative,Neutral
chicken,raw,raw chicken,Negative,Neutral
place,worst,worst place,Negative,Negative
chicken sandwich,spicy,spicy chicken sandwich,Negative,Neutral
which,salty,salty which,Negative,Negative
point,negative,negative point,Negative,Negative
person,patient,patient person,Negative,Positive
glove,same,same glove,Negative,Neutral
